Price,Close,High,Low,Open,Volume
Ticker,2330.TW,2330.TW,2330.TW,2330.TW,2330.TW
Date,,,,,
2000-01-04,42.3454475402832,42.3454475402832,41.631765746746964,42.3454475402832,200662336736
2000-01-05,43.29694747924805,43.296947479248054,41.86958389292918,42.34544751792631,402466805912
2000-01-06,42.3454475402832,43.2969475021073,42.3454475402832,43.059129333819435,197545715802
2000-01-07,41.15589141845703,41.63175491995187,40.44220981052153,40.918073312016375,235270344752
2000-01-10,42.583255767822266,42.82107388059324,41.6317560281188,42.34543765505129,276171685539
2000-01-11,41.86956787109375,43.53474898837566,41.63174979393506,43.05911283405828,277769544650
2000-01-12,43.05912399291992,43.05912399291992,41.86957872168225,42.10739686047201,216246806621
2000-01-13,42.3454475402832,43.059129333819435,42.3454475402832,43.059129333819435,147490954216
2000-01-14,43.29694747924805,44.010629272407485,42.583265686088616,42.82108385425092,288318964353
2000-01-17,44.486488342285156,45.20017013678295,44.486488342285156,45.20017013678295,155256940719
2000-01-18,43.772804260253906,44.48648130328375,43.534758840638105,44.48648130328375,131648031590
2000-01-19,43.772804260253906,44.48648130328375,43.534758840638105,43.772804260253906,134848688061
2000-01-20,43.29694747924805,43.77281110424518,43.05912931108575,43.77281110424518,125758120596
2000-01-21,44.24843978881836,44.24843978881836,43.29694453083538,43.29694453083538,113397441219
2000-01-24,44.72429656982422,45.43797820568881,44.48647845407683,44.72429656982422,175113122879
2000-01-25,45.91385269165039,45.91385269165039,45.20017088533346,45.91385269165039,223692148326
2000-01-26,49.00637435913086,49.00637435913086,47.34119786121028,47.34119786121028,357880999032
2000-01-27,49.48225784301758,50.19593966027184,48.530757849571955,49.48225784301758,287927232252
2000-01-28,48.530757904052734,48.530757904052734,47.816848797316844,47.816848797316844,197904810671
2000-01-31,48.29270935058594,48.53075480050166,46.865350444299416,47.103168605549236,168059342623
2000-02-01,48.054893493652344,48.768575300289996,47.81684803232192,48.768575300289996,153081850577
2000-02-02,48.054893493652344,48.054893493652344,48.054893493652344,48.054893493652344,0
2000-02-03,48.054893493652344,48.054893493652344,48.054893493652344,48.054893493652344,0
2000-02-04,48.054893493652344,48.054893493652344,48.054893493652344,48.054893493652344,0
2000-02-07,48.054893493652344,48.054893493652344,48.054893493652344,48.054893493652344,0
2000-02-08,48.054893493652344,48.054893493652344,48.054893493652344,48.054893493652344,0
2000-02-09,50.195926666259766,50.90960829876621,49.24442691912495,50.90960829876621,252580321587
2000-02-10,50.90961456298828,51.14743270687921,49.244432978453155,49.72006926623501,177540543615
2000-02-11,52.09916687011719,52.81284404792661,51.147439589192025,51.6233032296546,215027859365
2000-02-14,50.90961456298828,51.86110978865744,50.90961456298828,51.86110978865744,140301270822
2000-02-15,51.14743423461914,51.623297825264046,50.43375249297984,50.90961608362475,105105248690
2000-02-16,50.67180252075195,51.38525703833549,50.67180252075195,51.14743886580764,79352313450
2000-02-17,50.195926666259766,50.67179018413785,49.9581085516314,50.19592666625976,116400258474
2000-02-18,49.48225784301758,50.90962147752611,49.24443966682622,50.4337578364632,121805090619
2000-02-21,46.38947296142578,48.29269490976296,46.389472961425774,48.29269490976296,153903007581
2000-02-22,46.38947296142578,47.10315452043103,45.20015522214898,45.67579140242052,168143612807
2000-02-23,46.15166473388672,46.38948287484415,45.91384659292928,46.38948287484415,73892584628
2000-02-24,46.38947296142578,46.865336430295265,46.151654871290006,46.389472961425774,83371097848
2000-02-25,47.34122085571289,47.57903905112369,46.389493496672564,46.389493496672564,165796729239
2000-02-28,47.34122085571289,47.34122085571289,47.34122085571289,47.34122085571289,0
2000-02-29,47.81684494018555,48.29270854339726,47.579031421454864,47.579031421454864,98749286567
2000-03-01,49.00637435913086,49.00637435913086,48.53073819933461,48.76855627923273,90504908649
2000-03-02,48.29270935058594,49.48225473416684,48.29270935058594,49.244436572917024,68745687934
2000-03-03,48.29270935058594,48.53075480050166,48.05489118933612,48.05489118933612,58129351241
2000-03-06,47.57902145385742,48.768561929808,47.34120334640448,48.530743822355056,72312707991
2000-03-07,47.34122085571289,47.81685260798962,46.865357176192724,47.10317537160353,83737461434
2000-03-08,47.10316467285156,47.3412101028926,46.627528390063354,47.10316467285156,64819045052
2000-03-09,47.57902145385742,47.57902145385742,47.103157950337035,47.103157950337035,71897783191
2000-03-10,46.38947296142578,48.05487681962719,46.151654871290006,47.81683144089347,99978344966
2000-03-13,43.29694747924805,45.200170052019715,43.296947479248054,45.200170052019715,232179364310
2000-03-14,44.24843978881836,44.48648522944289,42.82108093824336,43.29694453083538,145477589021
2000-03-15,43.53476333618164,44.72430405264202,43.296945180644926,44.01062693591552,154204016711
2000-03-16,43.772804260253906,44.248435883667945,40.91807753396008,42.58325902808582,233438180185
2000-03-17,45.200164794921875,45.20016479492187,43.53476058401077,44.01062415366161,267728113852
2000-03-20,43.772804260253906,43.772804260253906,43.772804260253906,43.772804260253906,21190095663
2000-03-21,46.38947296142578,46.62751834015949,42.345433624670775,42.345433624670775,447638099122
2000-03-22,45.675804138183594,47.10316765418521,44.96212238018279,45.675804138183594,247260900862
2000-03-23,47.81684494018555,48.29270854339726,45.91384974320702,46.15166790048182,280164605464
2000-03-24,47.10316467285156,47.816841747137,46.627528390063354,47.816841747137,189561198505
