Price,Close,High,Low,Open,Volume
Ticker,2454.TW,2454.TW,2454.TW,2454.TW,2454.TW
Date,,,,,
2001-07-23,27.404462814331055,27.404462814331055,27.404462814331055,27.404462814331055,463095
2001-07-24,29.15751838684082,29.250386859939265,28.42198507784894,28.97549156355181,238341541
2001-07-25,31.189504623413086,31.189504623413086,29.157509040266255,29.157509040266255,94092605
2001-07-26,33.310665130615234,33.310665130615234,32.017915371175924,32.29652364139457,64114300
2001-07-27,33.217796325683594,34.696288763339616,33.032056519120275,34.14278235107493,60369077
2001-07-30,33.217796325683594,33.217796325683594,33.217796325683594,33.217796325683594,0
2001-07-31,35.524681091308594,35.524681091308594,33.032047830557794,33.21778758826518,77956786
2001-08-01,34.04991149902344,35.896167527711356,33.6784290269758,35.803299073456536,61392002
2001-08-02,35.06406021118164,35.24980004339454,33.95704723378027,33.95704723378027,61392002
2001-08-03,35.71042251586914,36.26392880837866,35.06404778267556,35.43181142379889,52895123
2001-08-06,36.817440032958984,36.817440032958984,35.06405247986226,35.338947717126544,48605439
2001-08-07,36.171058654785156,36.91030473762662,35.71042367304216,36.53882519283476,38953644
2001-08-08,36.817440032958984,36.817440032958984,35.71042729964433,36.1710623281675,35422904
2001-08-09,36.26393508911133,37.370947865859456,36.171063747333385,36.63170167893903,32073649
2001-08-10,35.89616775512695,36.3568056771832,35.61755950558795,36.263934337330554,24187224
2001-08-13,35.617557525634766,36.449672105816575,35.338946406574074,36.17106098675588,23774757
2001-08-14,36.171058654785156,36.171058654785156,34.603411052151095,35.80329500174468,27965449
2001-08-15,36.26393508911133,36.63170167893903,35.80330004251521,35.896168499283625,18742625
2001-08-16,35.156917572021484,36.263930199506866,35.156917572021484,35.98531909674876,26464060
2001-08-17,35.431827545166016,35.431827545166016,34.41768582440886,35.24980358759952,31694177
2001-08-20,37.092342376708984,37.7387173203294,35.06405919775118,35.06405919775118,70796311
2001-08-21,37.64583969116211,38.01731925448003,36.72456968173143,37.37094446810573,44513739
2001-08-22,36.171058654785156,37.64583781372582,36.171058654785156,37.27807127567622,43045344
2001-08-23,35.98532485961914,36.81744240937942,35.43181845723516,36.44967581024309,41609948
2001-08-24,35.06406021118164,35.710435173483745,34.87831749395868,35.710435173483745,35785877
2001-08-27,35.617557525634766,35.71042597531545,35.06405117950434,35.52468619094476,22405355
2001-08-28,34.785438537597656,35.89616418821451,34.60341176817742,35.89616418821451,24649193
2001-08-29,35.33894348144531,36.07818955075643,34.3248022078185,34.603410418808494,77016358
2001-08-30,36.21931076049805,36.21931076049805,36.21931076049805,36.21931076049805,6212299
2001-08-31,37.38359069824219,38.03083051993297,36.99673803338947,37.38359069824219,46870035
2001-09-03,36.73636245727539,37.77045807734448,36.479698976828814,37.64398387283385,14385935
2001-09-04,37.77045440673828,37.77045440673828,37.12321449480979,37.38359591023535,19445003
2001-09-05,36.34951400756836,37.90065485586857,36.34951400756836,37.90065485586857,14478530
2001-09-06,35.05502700805664,36.2193147018101,34.66817139308889,36.2193147018101,14284920
2001-09-07,35.958927154541016,35.958927154541016,34.020931294224,34.020931294224,8535596
2001-09-10,36.089115142822266,36.21931016999586,35.0550226219198,35.572070326799754,7862178
2001-09-11,33.634071350097656,36.08911172603178,33.634071350097656,36.08911172603178,23317168
2001-09-12,33.634071350097656,33.634071350097656,33.634071350097656,33.634071350097656,0
2001-09-13,31.305511474609375,31.305511474609375,31.305511474609375,31.305511474609375,1346838
2001-09-14,29.233600616455078,30.397885327075468,29.233600616455078,29.233600616455078,32500935
2001-09-17,29.233600616455078,29.233600616455078,29.233600616455078,29.233600616455078,0
2001-09-18,29.233600616455078,29.233600616455078,29.233600616455078,29.233600616455078,0
2001-09-19,30.39788818359375,30.39788818359375,28.329699967273758,28.329699967273758,20640323
2001-09-20,29.363794326782227,30.011034296753454,29.363794326782227,29.363794326782227,11818520
2001-09-21,28.459896087646484,28.716559587094142,28.459896087646484,28.459896087646484,12534029
2001-09-24,30.141231536865234,30.397895058612143,28.716562082025337,28.846754267768848,19083039
2001-09-25,30.78474998474121,32.20941651456253,30.784749984741214,31.692371523310435,34066637
2001-09-26,32.85664367675781,32.85664367675781,31.04511927165719,31.822548322548943,26524331
2001-09-27,33.37369918823242,33.50389425024469,31.692369263087087,32.33960639061883,16069484
2001-09-28,32.59626388549805,33.8907407910638,32.07921902632539,33.63407734139622,20463550
2001-10-01,32.59626388549805,32.59626388549805,32.59626388549805,32.59626388549805,0
2001-10-02,30.658273696899414,32.596270015434264,30.397892238427946,32.596270015434264,13493653
2001-10-03,30.01103401184082,30.65827108680943,29.49398621059517,29.49398621059517,8990156
2001-10-04,30.91493034362793,32.07921794979836,30.784741087673172,32.07921794979836,17492086
2001-10-05,31.045124053955078,31.43197965932978,30.14122358068585,31.045124053955078,10177060
2001-10-08,30.78474998474121,30.91493927832184,30.39789428706975,30.39789428706975,7845341
2001-10-09,31.692363739013672,31.822553000617134,31.045123835439558,31.045123835439558,7550722
2001-10-10,31.692363739013672,31.692363739013672,31.692363739013672,31.692363739013672,0
2001-10-11,33.113311767578125,33.63407747755413,32.33960056674806,32.46979271645648,26566419
2001-10-12,32.85664367675781,33.76054401078709,32.339595999653376,33.63407272764957,24680844
2001-10-15,33.37369918823242,33.76055485831427,32.07922493316894,32.33960639061883,19714371
2001-10-16,33.37369918823242,33.50389425024469,32.856654233854734,33.243509903936584,7045655
2001-10-17,32.339603424072266,33.37369612682742,31.949029829296055,33.37369612682742,32930241
2001-10-18,32.986839294433594,33.243502736019984,31.822551685849763,31.94902587121154,12988589
2001-10-19,33.243507385253906,33.89074446374796,32.46979610371017,32.986843907772126,20766591
2001-10-22,35.31541061401367,35.31541061401367,33.63407807302557,33.76054937626285,28494086
2001-10-23,35.31541061401367,35.70226622127775,34.53798143956713,35.70226622127775,20581399
2001-10-24,36.089115142822266,36.34949941945457,35.0550226219198,35.315406898552105,23275079
2001-10-25,37.38359069824219,37.38359069824219,35.83245052399827,36.21930896656567,29159087
2001-10-26,39.97256088256836,39.97256088256836,38.16103581555397,38.16103581555397,61053947
2001-10-29,39.4517822265625,39.97255081092058,38.93473737966885,39.84235866483106,18089746
2001-10-30,37.643985748291016,38.93474491311346,37.513796465868914,38.547889248599404,21599946
2001-10-31,38.417686462402344,38.934734155334915,37.3835910765372,37.3835910765372,18603229
2001-11-01,40.87644577026367,41.00663789890819,39.58196906889227,39.84235332618129,32888152
2001-11-02,42.42759704589844,42.68798137170919,40.876456527154104,41.65388576664098,46482820
2001-11-05,42.94464111328125,44.62597075983771,42.42759335571787,42.8181669216055,35447148
2001-11-06,42.297401428222656,43.591878364513256,42.040737972463084,43.46168621224172,23232991
2001-11-07,42.68796920776367,43.33520609991489,41.523681771554024,42.81815844471362,20951779
2001-11-08,41.65388488769531,42.55778831078473,41.52369272753714,42.55778831078473,13089601
2001-11-09,42.170921325683594,43.335205866772256,40.74625253438159,41.39349231190783,28283641
